hey guy glad see mangos back; neu
thx much vladimir find http //www.hellboundhackers.org/articles/914-c-c++-memory-structs-objects-and-unions.html; neu
еще пара typo; neu
getqueuedsessioncount используется в handleserverinfocommand; neu
10809 remove dup function also rename function relate queue subsystem consistence name; neu
add include `` objectguid.h '' mail.h wo n't compilable linux; neu
fixed 10804 thank; pos
hello vladimir; neu
must fix 10798 thank report; neu
related; neu
ok thanks; pos
dll_manger.cpp part ace 's internale ace porblem; neu
say `` chance melee range critical strike '' necessarily deal physical damage; neu
mmm n't typo mean schoolmask 127 spell 71404 apparently proc physical damage; neu
gcc warning assume relate changeset http //paste2.org/p/1111121; neu
must fix 10785 thank; neu
fixed 10780 thank point; neu
wohoo nice; pos
commit note shouldnt 262; neu
ofc secretary monkey random typing keyboard always type proper text commit note ^^; neu
great commit vladimir great job ... usual; compound
typo comment `` lool '' ^^; neu
big thanks typo controlled controled; neu
fix 10758 thank; pos
exellent work think next step step step transfer pet action 's pethandler.cpp unit.cpp use callforallcontrolledunits tested three month base laise code need publish clean patch; neu
hmm petactions associate charminfo show patch maibe make sense sure without look; neu
creature* pet ispet || pet- ischarmed; neu
http //gist.github.com/708243; neu
1 thank 're right although 3 month practice many server problem; neu
guardian call parallel main pet; neu
second pet may third pet may pet+vehicle may charm+guardian+pet+critter however policy matter; neu
useless way general control pet charm time ofc code need extract handler resend command second pet use iterator function overuse case ...; neu
exactly say implement patch except additional limitation command think need really documentary evidence behavior find sniff command go pet base subjective assessment; neu
; neg
check gtoctclasscombatratingscalar.dbc content; neu
thats exactly comment content dbc file; neu
ok without question look like problem report; neg
spell.dbc contain per-effect spell bonus data case dot spell mixed direct dmg/dot spell spell coeff put correct effect index.. think spell bonus table index spellid effindex pair way would b; neu
stored spell.dbc `` per-effect spell bonus data '' n't useful fact store spell.dbc show tooltips; neu
torture almost dead pet code require complete rewrite pile patch patch; neu
indeed rsa since many pets/guardians wotlk like shaman dk druid etc old code support properly stats etc; neu
suitable place discuss problem especially since make long ago decide; neu
stats relate defender mode pet type support think understand development sollution specific problem step step take look ofc generic picture ofc attempt fix see wrong one step relate normal de; neu
step step development optimal code originally develop right direction piece code fundamentally incorrect base hacks attempt modify step worsen situation; neu
fact store player field minipet case guardian like pet add field think like way; neu
fact store player field minipet; neu
forget field unit_field_critter player field use mango instead put hack m_minipetguid; neu
right remember unit_field_critter fact first time read `` put hack '' update _existed_ field objectguid; neu
use field 3 month objectguid way player structure unit creature also may critter need publish clean pacth; neu
effect type find one sent sniff creature fill field unit_field_critter seller parrot booty bay may not-dbc spell; neu
hmm related spelleffect change also maybe spell example minipet creature owner nice; neu
revision 10744; neu
thank added 10754 also allow cast summon spell unit; neu
hi vlad test rev crash still http //pastebin.com/kxgt2iwy; neu
_target- isalive check _target- istargetableforattack remove prev.check; neu
indeed thanks notice; pos
epic; neu
well let hope skill indeed sharp remember mango community qa dev team quality project highly dependent participation patch testing miss chance report issue patch; neu
ambal о_о return; neu
cooollll thank ambal; pos
great job ambal; pos
look interesting post information commit actually; compound
woooow nice work thanks; pos
xeross http //getmangos.com/community/viewtopic.php id=15615; neu
map* mapmanager :findmap uint32 mapid uint32 instanceid const; neu
use vc90 primary ide give error check apply patch threadingmodel.h cause error try pass 'const object 'non-const constructor w/o call const_cast; neu
oh sorry mistake; neg
wow; pos
o_o; neg
'm nerdsgam right o_o; neu
mean mangos support 4.0.1; neu
since 're fix comment place 'll give hand one; neu
return 0 shoulda return getrewhonoraddition even put uint32 honor getrewhonoraddition; neu
yes return 0 case really 1400 level base dbc content anyway unsupported code; neu
anyway 's logical mistake either return thing mention check tc null; neu
lordjz expect line 289 work hardly tc- value tc null ... 'd crash without tc see 0 getrewhonormultiplier 0.100 ...; neu
return 0 statement true otherwise return honor see line 293; compound
dasblub probably read comment n't mess dbc function like tc tc never go null; neu
write russian forum row 100 probably use calculate honor honorable kill different pvp rank victim total 14 pvp rank know 14 100 max level 1400 row; neu
n't help problem modify bit example one time totem temp enchant mob corps disappears/deleted/despawned one moment whole server find originally source problem 's 10687 revert; neu
revert relate directly problem revert result deep problem added system per-cell update time store design; neu
'm start real server commit type problem appear one reveal; neu
test example eagle eye far distance visibility range active delay unload time one time; neu
thanks understand although problem seem serious really exist ... one possible solution would probably introduction bool object property m_isbeeenupdatedonetime set false constructor however; neu
possible resolve strange player diff value part reapply flag set create skip_realdiff_at_next_update suggest; compound
anyway unclear case exist object add currently active cell next update skip result go non-active state example; neu
thanks hope solve problem ace-depend crash; pos
describe _probably_ resolve problem come _send real diff last update_ commits; neu
http //getmangos.com/community/viewtopic.php pid=126963 p126963; neu
attributesex7 might use identify spell faster/better currently would nice someone could research maybe provide patch; neu
2010-11-08 03:04:32 error player :_loadmail mail 6432736 nonexistent mailtemplateid 41 remove load; neu
